claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud
28295,45,M,1,38,38079,1,0,Own,85078,9/10/2015,Thursday,Local,1,0,50,Phone,1,6384.207227,4,Large,36080.10146,gray,21792.70494,1
28299,76,F,0,91,43299,1,1,Own,15024,12/10/2015,Thursday,Local,0,0,96,Broker,0,5897.61122,6,Compact,11237.14373,white,7447.237033,0
28302,46,F,0,90,38287,1,0,Own,80033,1/25/2015,Sunday,Local,1,1,51,Broker,1,1343.698623,3,Compact,15951.12786,red,53603.57816,0
28303,41,M,1,84,37129,0,0,Own,50029,11/26/2015,Thursday,Parking Lot,0,0,94,Phone,1,8802.428655,7,Compact,27856.13732,red,40007.66361,0
28308,39,F,1,79,36627,1,0,Rent,85036,7/23/2016,Saturday,Parking Lot,2,0,100,Phone,1,1896.449196,2,Compact,7662.169278,black,37392.28391,0
28309,25,F,1,76,32187,1,1,Own,85034,10/13/2016,Thursday,Highway,0,1,65,Online,1,5893.927074,2,Compact,20386.76093,silver,30403.80802,0
28310,24,F,0,53,31793,1,1,Rent,85039,7/22/2015,Wednesday,Parking Lot,0,0,74,Online,1,9191.192351,2,Large,28059.8363,white,14757.68594,0
28313,64,M,1,68,41570,1,1,Rent,50011,6/16/2016,Thursday,Local,1,0,48,Broker,0,3507.451774,7,Large,26227.40062,blue,13729.65009,0
28314,30,M,1,88,34010,1,1,Own,50021,4/2/2015,Thursday,Local,0,0,59,Phone,0,3559.946069,5,Large,17270.71327,silver,6532.039545,0
28316,33,F,0,59,34966,1,1,Own,50021,2/10/2016,Wednesday,Highway,0,0,31,Broker,0,2583.428297,2,Medium,8706.363248,gray,30831.13381,1
28318,51,F,1,74,39323,1,1,Rent,85005,2/29/2016,Monday,Local,0,1,98,Broker,1,4969.19489,4,Large,39525.32484,blue,12084.47299,0
28323,47,F,1,64,38503,1,1,Own,85068,9/7/2016,Wednesday,Parking Lot,0,0,100,Broker,1,6186.053726,4,Medium,25688.37601,gray,12778.22174,0
28324,38,M,1,56,36372,0,1,Rent,15028,7/30/2015,Thursday,Local,2,1,100,Phone,1,5912.597391,3,Medium,10533.17322,other,29290.89158,0
28326,47,M,1,85,38496,1,0,Rent,85077,11/11/2015,Wednesday,Highway,0,0,58,Broker,0,5235.996272,3,Large,14933.57682,black,28840.27188,1
28330,45,F,0,75,38066,1,0,Own,50047,10/18/2015,Sunday,Local,2,0,7,Broker,1,3817.414657,4,Compact,26660.50913,red,33079.52611,0
28331,38,M,0,84,36357,1,0,Own,50032,5/7/2015,Thursday,Local,0,0,2,Phone,0,3612.503724,7,Large,13619.0974,white,14468.40027,0
28334,48,M,1,72,38708,1,1,Rent,15056,6/23/2016,Thursday,Parking Lot,0,1,4,Broker,1,4605.11549,7,Compact,19780.42487,red,10106.95865,0
28336,46,M,1,87,38296,1,1,Own,80013,7/24/2015,Friday,Highway,0,0,2,Phone,1,2748.058798,6,Compact,23659.66891,other,43504.04527,0
28337,26,M,1,92,32579,1,0,Rent,80001,7/17/2016,Sunday,Local,0,1,50,Online,0,5066.513134,5,Compact,26485.77473,other,26544.4169,0
28338,50,F,1,67,39096,1,1,Rent,20109,5/25/2016,Wednesday,Parking Lot,0,1,1,Broker,1,8618.497893,4,Large,18291.49896,white,22294.70273,0
28339,67,M,1,43,42057,0,1,Rent,85027,9/27/2016,Tuesday,Parking Lot,0,0,2,Broker,0,6698.439335,6,Compact,13127.59594,blue,23664.93686,0
28340,44,F,1,66,37865,1,0,Own,85010,3/13/2016,Sunday,Local,0,0,50,Phone,0,4362.487874,3,Large,14229.45115,red,22500.56179,0
28341,41,M,0,84,37134,1,1,Own,50039,12/4/2016,Sunday,Highway,0,0,27,Phone,1,10528.24755,4,Large,15521.53862,white,20033.12399,0
28342,51,M,1,64,39322,1,1,Rent,20155,5/20/2015,Wednesday,Highway,0,0,99,Phone,1,1023.368093,7,Large,47182.64419,white,13812.88908,1
28343,36,F,1,60,35836,0,1,Rent,85068,6/27/2015,Saturday,Local,3,1,17,Broker,1,2715.091822,7,Medium,12488.5512,blue,13098.26371,1
28344,54,M,0,77,39901,1,0,Own,50047,12/6/2015,Sunday,Highway,0,0,83,Phone,1,4958.978681,5,Large,53648.11323,silver,11714.92,0
28345,43,M,0,71,37610,1,1,Own,15035,1/26/2016,Tuesday,Parking Lot,0,0,36,Broker,0,4962.250124,5,Medium,10112.7144,silver,37211.94395,0
28346,39,M,1,69,36642,1,1,Own,85071,8/25/2016,Thursday,Local,0,0,0,Phone,0,3610.706303,5,Compact,19807.69158,black,9271.520994,0
28347,71,M,1,80,42634,0,0,Rent,80011,5/27/2015,Wednesday,Highway,0,0,94,Broker,0,6176.90988,5,Compact,17663.36887,silver,29559.82081,1
28348,51,F,1,55,39313,1,0,Rent,20134,10/30/2015,Friday,Highway,0,0,85,Broker,0,2644.198474,6,Compact,22261.00919,other,56608.75237,0
28352,43,M,1,60,37613,1,1,Own,85077,9/7/2015,Monday,Local,0,1,50,Online,1,10337.95602,2,Medium,11729.44427,red,31173.07234,0
28354,59,F,0,76,40773,1,1,Rent,80022,6/28/2015,Sunday,Local,0,1,50,Broker,1,4221.018412,3,Large,15043.88096,red,30705.09939,0
28357,36,F,1,89,35843,1,0,Own,80002,5/10/2016,Tuesday,Parking Lot,1,0,49,Broker,1,5759.497264,6,Medium,30997.69057,red,27744.02382,0
28358,44,M,1,67,37857,0,1,Own,20120,7/30/2015,Thursday,Local,0,0,50,Broker,1,5735.960076,3,Compact,21723.58363,silver,10933.78299,0
28360,36,F,0,96,35832,0,0,Rent,80026,5/24/2016,Tuesday,Parking Lot,0,0,39,Broker,1,4063.236967,5,Medium,12075.08247,other,41666.64728,0
28362,35,F,1,13,35560,1,0,Own,20148,9/6/2016,Tuesday,Local,0,0,50,Broker,1,6368.13614,3,Medium,30038.1301,blue,25105.02244,1
28363,31,M,0,88,34332,1,1,Rent,50007,6/14/2015,Sunday,Parking Lot,0,0,50,Broker,0,5528.490382,6,Large,26431.25877,silver,27956.54068,0
28364,49,M,0,90,38917,0,0,Rent,80030,12/4/2015,Friday,Highway,0,1,89,Phone,1,10126.09251,6,Compact,12890.0495,white,7037.347981,1
28366,49,M,0,62,38899,1,0,Own,20130,8/12/2015,Wednesday,Highway,0,0,50,Broker,0,3921.541069,5,Medium,14643.34333,red,10880.65776,0
28368,36,F,0,32,35853,1,0,Own,50039,9/9/2016,Friday,Highway,0,0,99,Broker,0,2813.792243,5,Compact,39500.96831,other,11404.98268,1
28369,34,M,1,84,35264,1,0,Rent,50027,12/18/2016,Sunday,Parking Lot,1,0,18,Phone,0,4233.105728,8,Medium,12907.2423,blue,38146.18115,0
28371,39,M,0,88,36621,0,1,Own,15003,4/27/2015,Monday,Parking Lot,0,0,40,Online,0,4992.762931,5,Medium,29554.397,white,12831.28284,0
28372,52,F,1,76,39496,1,1,Rent,50054,11/2/2015,Monday,Local,0,0,43,Broker,1,4814.15586,6,Compact,24397.05703,other,13149.90074,0
28373,58,M,1,66,40607,1,1,Own,85010,6/3/2015,Wednesday,Local,0,0,51,Broker,0,1542.989734,7,Large,23561.79637,gray,33766.52861,0
28374,32,M,1,81,34659,0,0,Own,50056,1/14/2016,Thursday,Local,1,0,75,Broker,1,5317.186602,4,Large,33683.33595,black,16266.53323,0
28375,63,M,0,76,41452,1,0,Rent,85035,1/3/2015,Saturday,Parking Lot,0,0,22,Phone,1,4277.163117,7,Medium,21468.91474,other,39140.55935,0
28376,24,M,0,78,31783,0,1,Rent,15012,2/2/2016,Tuesday,Parking Lot,0,0,50,Online,0,4000.42983,4,Large,9208.843525,silver,27769.57925,1
28378,48,M,1,53,38709,1,1,Own,20160,1/31/2015,Saturday,Local,0,0,49,Phone,0,2561.892367,5,Compact,18808.65304,other,21291.26187,0
28379,45,M,1,91,38056,1,1,Own,85007,5/8/2015,Friday,Local,2,0,34,Phone,0,3249.570182,3,Large,15023.99103,white,53713.56803,0
28383,41,M,1,84,37154,0,1,Rent,50009,8/29/2016,Monday,Parking Lot,0,0,16,Phone,0,4962.856547,0,Large,26673.17825,black,30498.6691,0
28384,54,M,1,89,39879,1,0,Own,15030,3/6/2016,Sunday,Local,0,0,87,Broker,1,2418.814675,5,Compact,30230.09695,red,20558.59046,0
28392,40,M,1,75,36890,1,1,Own,85083,3/12/2016,Saturday,Local,0,0,51,Phone,1,5443.005108,4,Compact,18806.14007,silver,8135.924418,0
28393,34,M,1,79,35250,0,1,Rent,80022,6/5/2016,Sunday,Local,0,0,52,Phone,1,1999.905141,5,Large,35223.63203,white,15764.02326,1
28395,31,F,0,90,34324,1,0,Own,50009,2/7/2015,Saturday,Local,0,0,97,Phone,0,3513.856958,2,Medium,5118.081617,red,32573.62157,0
28397,41,F,1,46,37136,0,0,Rent,20111,9/27/2016,Tuesday,Local,0,0,77,Broker,0,6590.613462,2,Medium,55432.47524,silver,43872.19131,0
28399,45,F,0,88,38072,0,1,Rent,50043,1/11/2016,Monday,Local,0,0,91,Broker,1,7424.1045,8,Compact,19449.43524,silver,8209.048738,1
28400,46,F,1,73,38296,1,1,Own,20158,6/27/2015,Saturday,Local,0,0,60,Phone,1,3558.373695,2,Compact,37519.47461,red,19304.02422,0
28401,30,F,1,90,33999,1,1,Own,80104,12/13/2015,Sunday,Local,0,0,98,Broker,1,10628.00052,8,Compact,18496.12034,silver,31219.74878,1
28402,47,M,0,46,38500,0,0,Own,80030,9/14/2016,Wednesday,Parking Lot,0,0,57,Phone,0,7071.519243,6,Large,14282.05294,other,39417.81279,0
28403,56,M,0,76,40238,0,1,Own,20138,4/7/2016,Thursday,Parking Lot,0,0,51,Broker,0,4611.879307,3,Compact,4889.605094,black,27027.76953,0
28404,27,M,0,68,32948,1,1,Rent,50010,4/17/2015,Friday,Local,0,0,50,Online,1,2775.483519,9,Large,27957.56984,red,41769.24819,1
28406,32,M,1,90,34652,0,1,Rent,15022,3/16/2016,Wednesday,Parking Lot,0,1,33,Broker,1,1907.280859,10,Compact,4142.109982,white,41931.269,0
28407,47,F,1,70,38523,1,1,Own,15051,7/29/2016,Friday,Local,0,0,96,Broker,1,4951.757234,3,Medium,20014.26809,white,58573.18074,0
28409,48,F,1,88,38707,1,1,Own,50011,12/20/2016,Tuesday,Parking Lot,0,0,41,Phone,0,8829.242004,3,Compact,18867.57056,other,22030.13493,0
28413,37,M,1,87,36095,1,1,Own,50054,11/22/2016,Tuesday,Local,0,0,3,Broker,0,5367.912754,3,Medium,19442.72088,other,30467.63414,1
28414,31,M,1,54,34348,1,0,Own,85006,8/20/2016,Saturday,Highway,1,0,50,Broker,1,2385.668876,5,Medium,40321.38434,red,28690.57044,0
28415,25,F,0,85,32184,1,1,Rent,85028,10/18/2015,Sunday,Parking Lot,0,0,58,Online,0,1782.456629,3,Large,17971.83316,black,21256.42248,0
28416,39,M,1,92,36630,1,1,Own,85045,4/15/2015,Wednesday,Parking Lot,0,0,20,Broker,0,6147.378595,4,Compact,18233.33708,gray,11070.10199,0
28417,28,M,1,75,33312,1,0,Rent,50020,3/4/2016,Friday,Local,1,1,28,Online,0,4213.971306,4,Compact,44301.52283,blue,43573.10234,0
28419,74,M,1,71,43040,1,0,Own,50025,4/22/2015,Wednesday,Local,0,1,89,Broker,1,6663.382599,4,Medium,69401.37214,red,37962.60401,0
28420,43,M,1,74,37618,0,1,Rent,15060,9/24/2015,Thursday,Highway,0,0,50,Broker,0,4115.385528,7,Compact,29641.26957,other,9060.749701,0
28422,43,M,0,75,37604,1,1,Rent,15052,7/12/2016,Tuesday,Local,1,1,51,Broker,1,4013.320345,2,Large,22486.04112,white,14113.5518,0
28423,48,F,0,76,38698,0,1,Own,20115,9/21/2016,Wednesday,Local,0,1,50,Broker,0,3769.413603,4,Large,22892.78067,white,46273.10833,0
28424,47,F,1,83,38514,1,0,Rent,15037,7/28/2016,Thursday,Highway,0,1,3,Online,0,8995.236454,5,Large,16680.46946,gray,20187.899,0
28425,48,M,0,81,38691,0,1,Own,50051,4/5/2016,Tuesday,Local,1,1,1,Broker,0,4753.355601,4,Large,7040.350214,black,28275.23224,0
28427,43,F,1,86,37617,1,1,Rent,85030,9/11/2016,Sunday,Local,0,NA,34,Broker,1,8396.613861,3,Compact,16523.28978,other,19015.15835,0
28430,56,M,1,85,40242,1,1,Own,20116,10/14/2015,Wednesday,Local,0,0,2,Phone,1,2113.035813,7,Compact,35947.57776,black,9622.7323,0
28432,43,F,0,86,37601,0,0,Own,20134,1/6/2016,Wednesday,Parking Lot,1,0,9,Broker,1,2413.367612,5,Large,19515.96513,black,26427.17715,0
28433,41,M,0,72,37150,1,1,Rent,50028,2/13/2015,Friday,Parking Lot,0,0,50,Phone,0,6850.075464,3,Large,17943.39293,red,30868.09621,0
28434,39,M,1,89,36643,1,0,Rent,85038,10/21/2016,Friday,Highway,0,0,63,Broker,0,2988.129319,1,Large,22092.00759,red,19246.3984,0
28436,47,M,1,87,38491,0,0,Own,20152,10/22/2016,Saturday,Local,0,0,50,Broker,0,4306.304917,6,Compact,8665.210026,black,32356.95694,0
28437,40,M,1,60,36902,1,0,Own,85070,2/22/2015,Sunday,Highway,0,0,10,Broker,1,7825.937423,3,Medium,20574.67699,red,16096.62073,1
28438,51,F,1,78,39314,1,0,Rent,15005,2/17/2015,Tuesday,Highway,1,1,12,Phone,1,4383.307342,3,Compact,35466.02156,silver,11703.40534,0
28440,67,F,1,76,42042,1,0,Rent,85048,10/2/2016,Sunday,Highway,0,0,93,Phone,0,1742.250068,6,Medium,10679.60955,black,11964.39661,0
28442,49,M,1,93,38929,1,1,Rent,15022,5/16/2016,Monday,Local,1,1,0,Phone,1,5899.36924,7,Compact,18204.6115,other,50975.46427,0
28445,46,M,1,70,38292,1,0,Own,50048,8/13/2016,Saturday,Local,0,0,71,Broker,1,7106.628151,1,Medium,30590.205,blue,15861.80527,0
28446,58,F,1,65,40596,1,1,Own,20146,9/11/2015,Friday,Local,1,1,0,Phone,1,2724.096618,5,Medium,11524.5314,silver,84145.6509,1
28447,42,M,0,86,37376,0,0,Own,80024,1/11/2016,Monday,Local,1,0,50,Phone,1,9192.725437,3,Medium,19337.31298,gray,15392.89189,0
28448,50,F,1,96,39124,1,1,Own,85028,10/14/2016,Friday,Local,0,0,15,Broker,1,4610.53664,6,Medium,18825.76588,silver,33303.56582,0
28451,34,F,1,72,35246,1,1,Rent,15055,12/16/2015,Wednesday,Local,0,1,77,Phone,1,1972.183273,8,Large,28400.22911,other,27128.82612,1
28457,42,M,1,60,37377,0,0,Rent,50021,6/15/2015,Monday,Local,0,0,25,Broker,0,6506.681688,2,Compact,36837.42624,silver,16192.78883,0
28458,22,F,1,94,30918,1,1,Rent,50025,3/3/2015,Tuesday,Parking Lot,0,1,81,Online,0,4872.599289,8,Large,37447.00855,red,14749.78,0
28459,25,F,0,92,32172,1,1,Rent,20104,6/28/2016,Tuesday,Local,0,0,3,Online,1,3458.983935,6,Medium,43461.43915,black,39477.72816,0
28460,46,F,1,63,38284,1,0,Own,80109,6/8/2016,Wednesday,Highway,0,0,99,Phone,0,7763.510813,4,Medium,6698.458932,silver,33249.54991,0
28461,48,M,0,72,38704,1,0,Rent,85043,1/5/2015,Monday,Parking Lot,0,0,25,Broker,1,3174.601212,1,Large,23926.28414,silver,20634.51241,0
28463,37,F,0,75,36112,1,0,Own,20107,12/30/2015,Wednesday,Parking Lot,0,0,33,Phone,0,2326.274349,11,Medium,15011.36405,black,22583.31067,0
28464,41,F,1,64,37139,0,1,Rent,15043,7/30/2016,Saturday,Parking Lot,0,0,41,Broker,0,6143.845476,7,Medium,20886.61615,black,11276.84881,0
28465,30,M,1,70,34028,1,0,Own,85040,7/2/2016,Saturday,Highway,2,0,42,Broker,1,4621.539055,9,Compact,33902.56266,red,16359.6382,1
28467,43,M,0,88,37630,0,1,Own,80016,6/11/2016,Saturday,Parking Lot,0,0,20,Broker,0,6143.095652,8,Medium,39374.81485,silver,14103.99737,0
28468,39,M,0,81,36633,0,0,Rent,20101,5/27/2016,Friday,Highway,1,1,57,Broker,1,1376.876486,5,Compact,15988.50565,gray,16113.50107,1
28469,80,M,NA,75,43815,1,0,Rent,15022,5/4/2015,Monday,Local,0,0,32,Broker,1,2473.074798,2,Compact,21650.91248,black,16007.28156,0
28470,35,M,1,65,35543,1,1,Own,50022,3/26/2015,Thursday,Highway,0,1,96,Broker,0,7646.113387,2,Medium,26769.77436,blue,28334.39621,0
28471,35,F,1,77,35564,1,1,Rent,80015,8/14/2016,Sunday,Local,0,0,67,Phone,0,3283.336111,5,Compact,19505.17327,white,14825.14119,0
28474,33,M,1,87,34958,1,0,Rent,80035,2/5/2015,Thursday,Local,1,0,94,Broker,1,4951.898732,4,Compact,9370.485503,blue,24460.73071,1
28476,42,F,0,75,37380,1,0,Own,15001,1/23/2015,Friday,Parking Lot,0,0,0,Broker,0,4032.109132,4,Medium,28313.12387,white,28817.10491,0
28477,27,M,1,48,32935,1,1,Rent,50051,9/21/2016,Wednesday,Local,0,0,49,Online,1,5857.154681,4,Large,14970.36079,blue,37246.1927,0
28478,34,F,1,94,35280,1,1,Own,15001,4/11/2016,Monday,Highway,0,0,84,Broker,1,3645.713616,5,Compact,24758.2178,other,24188.64818,0
28479,43,M,1,82,37617,1,0,Own,20155,2/4/2016,Thursday,Local,1,1,50,Broker,1,3366.576056,4,Large,14286.47822,red,15848.3393,0
28480,45,M,1,30,38070,0,1,Rent,20106,2/3/2016,Wednesday,Parking Lot,1,0,30,Broker,1,3036.239652,2,Large,11139.93522,blue,20710.41752,1
28481,44,M,1,59,37830,1,1,Own,85060,7/4/2016,Monday,Parking Lot,0,0,31,Broker,0,4782.14762,5,Medium,20144.54633,gray,10831.48824,0
28484,23,M,0,69,31355,1,1,Rent,50010,12/10/2016,Saturday,Local,3,0,74,Online,1,4942.153081,5,Large,15610.05632,red,12064.25799,0
28485,30,F,1,61,34016,0,0,Rent,50026,2/23/2015,Monday,Local,0,0,39,Broker,1,7829.774882,3,Large,18000.63724,gray,50866.86595,0
28486,48,M,1,84,38698,1,1,Own,50001,7/27/2015,Monday,Local,0,0,15,Broker,0,5737.153021,2,Compact,23695.02798,white,28944.56951,0
28488,35,M,0,93,35549,0,1,Rent,50008,12/30/2015,Wednesday,Highway,0,0,93,Phone,0,3190.077168,5,Large,18640.82756,red,16924.48734,1
28489,33,F,0,92,34994,0,1,Own,80022,12/26/2016,Monday,Highway,0,1,93,Phone,0,6398.944454,5,Compact,15770.76199,silver,40227.39183,0
28493,47,F,0,51,38504,0,1,Own,80004,1/2/2015,Friday,Parking Lot,0,0,19,Broker,1,7221.909629,7,Large,16757.25139,silver,20480.64891,1
28495,38,M,1,69,36378,1,0,Own,20109,8/27/2016,Saturday,Local,0,0,61,Broker,0,2773.415413,5,Medium,15462.44082,black,19397.54392,0
28497,32,M,1,80,34652,0,1,Own,85003,3/10/2015,Tuesday,Highway,3,0,50,Phone,1,7490.652137,6,Medium,25285.20068,other,10200.28206,1
28498,45,F,1,82,38062,1,0,Rent,20134,6/28/2015,Sunday,Parking Lot,0,0,2,Broker,0,6166.324156,2,Large,22329.26568,blue,19371.58731,0
28501,38,F,1,70,36386,1,0,Own,15057,11/4/2015,Wednesday,Local,0,0,67,Broker,1,8087.468627,6,Large,18141.5905,red,42552.91964,0
28502,49,F,1,83,38940,1,0,Own,85005,2/19/2016,Friday,Local,0,0,62,Broker,1,5480.579317,4,Large,13769.62895,white,30588.53428,0
28503,45,F,1,73,38068,1,1,Own,80046,12/25/2015,Friday,Parking Lot,0,0,69,Phone,1,6368.784573,3,Medium,11510.48761,gray,19835.84483,0
28504,45,F,1,61,38070,1,1,Own,15035,5/7/2015,Thursday,Parking Lot,0,0,19,Broker,0,8571.015668,4,Large,53462.60069,blue,18091.63123,0
28505,43,M,1,58,37614,1,1,Own,85082,8/16/2016,Tuesday,Local,0,0,98,Broker,1,1628.550218,4,Large,9966.570918,blue,27511.09395,0
28507,23,M,1,82,31357,1,1,Own,20135,1/12/2015,Monday,Highway,1,0,14,Online,0,4792.908347,3,Medium,32868.42855,silver,7640.50232,0
28508,44,F,1,77,37834,1,1,Own,50005,9/29/2015,Tuesday,Highway,0,0,50,Broker,0,4985.11902,4,Large,40428.09724,black,18023.11491,0
28509,37,F,1,81,36119,0,0,Rent,85012,4/20/2015,Monday,Parking Lot,2,0,85,Phone,0,2773.087164,4,Compact,26055.20985,other,11347.60886,0
28510,44,M,1,78,37830,1,0,Own,50010,4/13/2016,Wednesday,Parking Lot,2,0,20,Phone,1,5468.465053,5,Large,42042.61118,silver,7371.043547,0
28511,43,F,0,76,37611,0,1,Rent,20165,10/9/2015,Friday,Highway,0,0,2,Phone,1,4292.291358,5,Large,32770.53947,silver,28794.78236,1
28516,49,F,1,62,38920,0,1,Own,80022,12/20/2015,Sunday,Local,0,1,12,Broker,0,4732.94166,3,Large,34447.50343,red,25696.58617,1
28517,31,F,1,61,34330,1,0,Own,50028,8/21/2015,Friday,Local,0,0,36,Broker,0,5229.024779,2,Medium,8302.713016,silver,10360.77768,0
28518,50,M,0,73,39128,1,1,Own,80028,3/30/2016,Wednesday,Local,0,0,65,Broker,0,2523.283711,5,Medium,16276.26901,other,5801.340529,0
28520,37,F,0,93,36091,1,0,Own,80002,4/9/2016,Saturday,Parking Lot,0,1,3,Phone,1,4527.593135,7,Medium,12108.75178,red,19735.35124,0
28521,39,M,0,51,36655,0,1,Rent,85017,7/19/2016,Tuesday,Local,0,0,100,Phone,0,4475.451876,6,Medium,34148.84489,red,43415.68583,1
28522,39,M,1,71,36605,1,0,Own,15045,9/1/2016,Thursday,Parking Lot,0,1,37,Phone,1,2968.08308,5,Compact,15556.2438,black,16558.73999,0
28523,39,F,1,79,36640,1,1,Own,20122,10/11/2016,Tuesday,Local,0,0,50,Broker,1,4518.687056,5,Medium,36714.56338,black,45027.87267,0
28527,31,F,1,95,34340,1,0,Own,20148,1/27/2016,Wednesday,Local,0,0,51,Broker,0,12655.93342,6,Large,30878.98083,white,13828.74238,0
28529,57,F,1,90,40419,1,1,Rent,20149,10/31/2016,Monday,Parking Lot,0,0,58,Online,0,4791.236484,9,Medium,29232.32245,white,21763.42016,0
28530,46,F,1,75,38286,1,1,Own,85070,4/5/2016,Tuesday,Parking Lot,0,0,4,Broker,1,3207.604328,3,Compact,40275.80675,blue,9822.162636,0
28533,40,M,0,71,36906,1,0,Own,80036,9/13/2015,Sunday,Parking Lot,0,0,79,Broker,0,5441.286924,5,Compact,13152.05362,other,20073.1277,0
28534,69,M,1,77,42344,1,0,Rent,20138,1/28/2015,Wednesday,Local,0,0,100,Phone,0,2235.87231,6,Large,19324.23175,other,18042.33321,0
28535,45,F,1,91,38056,1,0,Rent,80017,12/3/2015,Thursday,Local,0,0,0,Broker,0,6247.973394,4,Medium,19050.65256,gray,21453.26291,0
28536,49,F,1,70,38920,1,0,Own,20109,4/9/2015,Thursday,Highway,1,1,97,Broker,1,5191.561925,5,Compact,51226.47716,blue,14092.95085,0
28537,40,M,1,83,36880,1,1,Own,80042,4/12/2015,Sunday,Highway,0,0,35,Phone,1,1788.644221,8,Compact,13547.30145,blue,26637.79482,0
28539,63,F,1,88,41423,1,1,Own,85082,6/26/2016,Sunday,Local,1,1,100,Broker,1,4967.45434,9,Medium,31945.52867,red,26444.82885,0
28540,60,F,0,83,40936,0,1,Own,15015,4/24/2015,Friday,Highway,2,0,10,Broker,1,8952.457512,7,Compact,21044.52678,black,10818.32926,0
28542,47,F,1,16,38496,1,1,Own,50009,11/18/2016,Friday,Local,1,0,96,Phone,1,4924.167782,3,Medium,6951.812808,silver,21097.34702,0
28543,63,F,1,68,41433,1,1,Rent,15012,1/20/2016,Wednesday,Local,2,0,50,Broker,1,5601.458835,6,Compact,13699.75785,blue,28136.24559,0
28544,41,M,0,89,37138,1,0,Rent,85038,12/29/2015,Tuesday,Highway,0,0,1,Online,1,3740.859792,7,Compact,22981.62518,other,21574.17692,0
28545,49,F,1,87,38933,0,0,Own,85024,1/23/2015,Friday,Parking Lot,0,0,72,Phone,0,5907.458449,2,Large,40728.77981,black,17837.22941,0
28547,57,F,1,65,40429,0,1,Own,50039,11/29/2016,Tuesday,Local,0,0,100,Broker,1,1332.974901,3,Large,17926.73281,blue,27355.58087,0
28548,79,M,1,68,43686,1,1,Rent,15035,7/18/2015,Saturday,Parking Lot,0,0,9,Phone,1,6321.706376,5,Large,18570.4015,silver,11658.1375,0
28550,59,M,1,94,40773,0,0,Rent,20163,1/11/2015,Sunday,Parking Lot,0,0,99,Phone,0,5565.351677,4,Large,21465.39731,silver,12307.22966,0
28551,38,F,0,80,36385,1,0,Own,50021,7/9/2015,Thursday,Parking Lot,0,0,77,Broker,0,3783.337749,7,Compact,29328.77364,gray,22674.80123,0
28552,53,M,0,75,39713,0,1,Rent,80022,2/9/2016,Tuesday,Local,0,0,50,Broker,0,7515.642728,6,Large,9998.780336,white,29553.45723,0
28553,28,M,1,89,33329,1,1,Rent,20153,12/7/2016,Wednesday,Highway,2,0,57,Online,1,8107.981553,6,Large,28425.90469,silver,43179.26338,0
28556,35,M,1,60,35554,1,0,Rent,50007,11/21/2016,Monday,Local,0,0,60,Phone,1,2441.343208,4,Medium,8286.736534,silver,16605.8322,0
28557,55,M,0,63,40064,1,0,Rent,50025,12/16/2015,Wednesday,Local,0,1,69,Broker,1,6572.386566,7,Medium,5557.741646,silver,21931.7237,0
28559,32,M,0,78,34672,0,0,Rent,50021,2/17/2015,Tuesday,Highway,1,NA,94,Broker,0,7814.415655,4,Large,13772.60534,black,25097.43278,1
28561,41,M,0,66,37146,1,1,Rent,85034,12/2/2016,Friday,Parking Lot,0,0,92,Broker,1,6024.095951,7,Compact,10899.45656,white,17249.30209,0
28563,40,M,1,30,36916,1,0,Own,20104,6/20/2016,Monday,Parking Lot,0,0,83,Online,0,4601.537108,7,Compact,13764.60404,other,23274.02666,0
28564,56,M,1,66,40245,0,1,Own,15010,1/9/2015,Friday,Highway,0,0,49,Broker,0,5838.069766,7,Medium,22003.904,gray,27415.21264,0
28565,45,F,0,57,38091,0,0,Rent,85064,4/9/2016,Saturday,Local,0,0,94,Broker,0,2944.36618,4,Large,38129.0036,gray,28347.78927,1
28566,50,F,0,32,39111,0,0,Own,50025,4/3/2015,Friday,Highway,1,0,51,Broker,0,8099.102895,8,Compact,21515.74073,gray,33302.2779,0
28568,62,F,1,74,41278,1,1,Own,85073,11/9/2015,Monday,Local,0,1,2,Phone,0,5710.999901,7,Compact,40255.38659,red,26138.85871,0
28569,66,M,1,95,41907,1,1,Own,15021,1/20/2015,Tuesday,Parking Lot,2,0,81,Broker,1,6139.960564,5,Medium,10707.97449,silver,20017.68176,0
28570,48,F,0,72,38706,1,0,Own,20135,7/15/2015,Wednesday,Parking Lot,0,0,100,Phone,0,2921.926572,5,Large,23735.00226,gray,28603.26073,1
28572,27,M,1,85,32951,1,1,Rent,80012,12/30/2016,Friday,Highway,0,1,91,Online,1,4306.415426,5,Compact,24017.38542,red,32912.46856,0
28573,35,M,1,89,35563,0,1,Own,85019,1/27/2015,Tuesday,Local,0,0,100,Online,1,5915.575834,5,Medium,25363.2552,gray,29998.97241,0
28577,44,M,1,55,37838,1,0,Own,80020,9/8/2016,Thursday,Parking Lot,0,0,80,Phone,1,5522.106576,3,Medium,33113.00443,black,22612.60014,0
28579,47,F,1,83,38499,0,0,Rent,85073,12/16/2015,Wednesday,Local,0,0,56,Phone,1,2790.619727,6,Large,11598.54,red,7505.047321,0
